id,client_id,name,total_amount,paid_amount,remaining_amount,phone,status,pharmacy_id
584,CIN-B723249,Omar Tahiri,2405.96,2050.05,355.91,+212 0779965912,PENDING,259
585,CIN-C725043,Karim Tahiri,2189.34,1792.45,396.89,+212 0607845784,PENDING,64
586,CIN-D113729,Hassan El Amrani,1864.37,314.4,1549.97,+212 0771465028,PENDING,77
587,CIN-D653685,Saddik Tazi,2496.49,1267.36,1229.13,+212 0608189813,PENDING,57
588,CIN-D240376,Saddik El Amrani,370.09,16.26,353.83,+212 0744453256,PENDING,92
589,CIN-C893112,Omar Tahiri,2435.76,2217.47,218.29,+212 0711094526,PENDING,538
590,CIN-D773346,Nadia El Idrissi,1635.38,217.11,1418.27,+212 0714620008,PENDING,432
591,CIN-B181980,Zineb Alaoui,816.1,642.46,173.64,+212 0772228556,PENDING,286
592,CIN-A348349,Houda Daoudi,1452.86,515.79,937.07,+212 0607327619,PENDING,459
593,CIN-C670213,Omar Benjelloun,2397.83,1082.16,1315.67,+212 0625375933,PENDING,322
594,CIN-B338354,Omar Naciri,374.35,371.58,2.77,+212 0794007467,PENDING,470
595,CIN-A439908,Reda Daoudi,1954.2,1587.84,366.36,+212 0618821076,PENDING,373
596,CIN-D601755,Saddik Kabbaj,2240.86,1199.75,1041.11,+212 0642537769,PENDING,256
597,CIN-D979903,Karim Tahiri,414.35,154.65,259.7,+212 0760702873,PENDING,131
598,CIN-B600782,Saddik Benjelloun,602.3,17.14,585.16,+212 0616629668,PENDING,235
599,CIN-D630776,Youssef Naciri,736.27,385.47,350.8,+212 0726854460,PENDING,540
600,CIN-A601604,Hassan Berrada,1478.47,1385.95,92.52,+212 0691330442,PENDING,334
601,CIN-C125998,Houda Kabbaj,2489.47,745.97,1743.5,+212 0764504462,PENDING,317
602,CIN-A165433,Zineb Benjelloun,1743.98,1321.55,422.43,+212 0731664170,PENDING,227
603,CIN-C806983,Karim Bennani,625.46,366.64,258.82,+212 0742120660,PENDING,513
604,CIN-A560259,Soufiane Tazi,162.76,135.37,27.39,+212 0628917088,PENDING,145
605,CIN-D912494,Ilham El Idrissi,761.22,723.88,37.34,+212 0608772269,PENDING,401
606,CIN-C895726,Soufiane Bennani,2333.7,526.71,1806.99,+212 0701500858,PENDING,278
607,CIN-C248648,Othmane El Idrissi,1480.77,1054.17,426.6,+212 0667921271,PENDING,416
608,CIN-D367674,Nadia Skalli,322.58,39.54,283.04,+212 0696837201,PENDING,323
609,CIN-A339199,Hassan Alaoui,2358.05,1090.84,1267.21,+212 0658196348,PENDING,19
610,CIN-A460289,Hassan Tazi,2123.45,644.9,1478.55,+212 0656915393,PENDING,83
611,CIN-D819771,Othmane Berrada,2345.5,1171.89,1173.61,+212 0704661010,PENDING,67
612,CIN-C302351,Omar Kabbaj,1474.45,1095.96,378.49,+212 0718932986,PENDING,439
613,CIN-B954062,Zineb El Idrissi,2478.13,1917.02,561.11,+212 0618187850,PENDING,476
614,CIN-A236768,Othmane Naciri,821.95,586.25,235.7,+212 0625142618,PENDING,320
615,CIN-A816042,Siham Benjelloun,252.1,205.34,46.76,+212 0619338730,PENDING,396
616,CIN-C774698,Siham Bennani,193.4,45.43,147.97,+212 0795737756,PENDING,106
617,CIN-D503975,Zineb El Idrissi,151.93,89.68,62.25,+212 0607259403,PENDING,269
618,CIN-C404456,Mehdi Alaoui,1502.56,1043.0,459.56,+212 0698455225,PENDING,262
619,CIN-D998381,Soufiane Bennani,2042.17,345.27,1696.9,+212 0641363255,PENDING,112
620,CIN-B316672,Mehdi El Amrani,664.47,488.07,176.4,+212 0761311137,PENDING,431
621,CIN-A641651,Youssef Daoudi,1226.5,844.05,382.45,+212 0613522111,PENDING,31
622,CIN-B641351,Youssef Daoudi,2366.98,1300.12,1066.86,+212 0799333091,PENDING,85
623,CIN-A672103,Nadia Bennani,1612.66,979.48,633.18,+212 0620828968,PENDING,123
624,CIN-D609584,Soufiane Naciri,738.32,150.56,587.76,+212 0728358805,PENDING,447
625,CIN-C702803,Houda Skalli,1300.59,594.73,705.86,+212 0624464423,PENDING,543
626,CIN-D490743,Othmane Chraibi,1833.57,1161.99,671.58,+212 0709270290,PENDING,262
627,CIN-B964906,Fatima Naciri,2460.87,1959.02,501.85,+212 0789801476,PENDING,412
628,CIN-B975454,Khadija El Idrissi,556.55,374.63,181.92,+212 0758668140,PENDING,278
629,CIN-B373235,Soufiane Chraibi,1393.06,351.26,1041.8,+212 0736793263,PENDING,353
630,CIN-D491285,Omar Benjelloun,1737.7,101.14,1636.56,+212 0759661446,PENDING,532
631,CIN-C114868,Youssef Daoudi,1701.82,1590.09,111.73,+212 0771070611,PENDING,181
632,CIN-C124000,Soufiane Bennani,500.21,107.08,393.13,+212 0706585522,PENDING,309
633,CIN-D884300,Karim Daoudi,792.89,344.83,448.06,+212 0786181745,PENDING,324
634,CIN-A331474,Fatima Tazi,1158.85,606.38,552.47,+212 0669008973,PENDING,435
635,CIN-D156293,Youssef Skalli,952.43,586.53,365.9,+212 0746743340,PENDING,329
636,CIN-C752629,Khadija Mansouri,911.11,719.27,191.84,+212 0633431727,PENDING,433
637,CIN-C259562,Reda El Idrissi,1769.18,170.9,1598.28,+212 0640261015,PENDING,391
638,CIN-B133542,Omar El Amrani,598.18,101.23,496.95,+212 0785778846,PENDING,381
639,CIN-A183445,Omar Benjelloun,2113.71,284.19,1829.52,+212 0768272634,PENDING,522
640,CIN-C929754,Saddik Kabbaj,1409.73,398.68,1011.05,+212 0741818271,PENDING,106
